#group,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_id,sensor,status
,,0,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:50Z,895.42,value,boiler_sensors,BOILER_001,feedwater_flow,CRITICAL
,,0,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:00Z,896.36,value,boiler_sensors,BOILER_001,feedwater_flow,CRITICAL
,,0,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:10Z,450,value,boiler_sensors,BOILER_001,feedwater_flow,CRITICAL
,,0,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:20Z,450,value,boiler_sensors,BOILER_001,feedwater_flow,CRITICAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:40:40Z,900.1721667,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:40:50Z,892.1053158,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:00Z,883.983,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:10Z,894.81125,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:20Z,904.4042667,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:00Z,902.918,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:10Z,897.888,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:20Z,907.2052105,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:30Z,901.723,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:40Z,892.518,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:50Z,892.7148,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:00Z,674.9515,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:20Z,913.6174545,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:30Z,876.875,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:40Z,903.10525,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:50Z,893.7862222,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:00Z,894.53925,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:10Z,808.5946,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:20Z,908.638,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:30Z,907.2294737,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:40Z,901.432,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:50Z,892.3715,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:00Z,891.7378462,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:20Z,904.4940625,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:30Z,912.1005556,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:40Z,904.3534211,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:50Z,894.1438571,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:10Z,916.7405714,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:20Z,908.0703684,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:30Z,897.19055,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:40Z,899.29375,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:50Z,891.394,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:00Z,896.15,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:10Z,902.4345,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:30Z,896.1123333,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:09:00Z,894.756,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,1,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:09:30Z,909.524,value,boiler_sensors,BOILER_001,feedwater_flow,NORMAL
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:00Z,891.1558125,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:10Z,900.47525,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:20Z,895.6233333,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:30Z,910.9940625,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:10Z,904.5685714,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:30Z,895.8145,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:40Z,889.754375,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:50Z,890.8445714,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:00Z,895.8376667,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:10Z,899.5923158,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:20Z,900.1243333,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:30Z,908.4139,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:50Z,896.5615833,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:48:00Z,898.994,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:10Z,908.029,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:50Z,896.694,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:00Z,890.9594444,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:40Z,896.333,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,2,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:50Z,881.357,value,boiler_sensors,BOILER_001,feedwater_flow,WARNING
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:40:30Z,19.04141667,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:40:40Z,19.04746154,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:50Z,18.9845,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:00Z,18.94452941,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:10Z,19.04378947,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:20Z,19.10233333,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:30Z,19.04522222,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:40Z,19.0123125,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:50Z,18.8669,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:00Z,18.97426667,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:10Z,14.9194,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:20Z,11.4,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:40Z,11.4,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:50Z,11.4,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:40Z,18.88590909,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:50Z,18.912,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:00Z,11.4,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:10Z,19.2405,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,3,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:20Z,18.8395,value,boiler_sensors,BOILER_001,feedwater_pressure,CRITICAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:40:40Z,19.019,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:40:50Z,18.87042105,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:00Z,18.71266667,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:10Z,18.85375,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:20Z,19.0706,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:00Z,19.095,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:10Z,19.073,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:20Z,19.13794737,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:30Z,18.9224,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:40Z,18.96025,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:50Z,18.9647,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:00Z,18.8745,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:20Z,19.09572727,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:30Z,19.076,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:40Z,18.936,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:45:50Z,18.92455556,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:00Z,18.98225,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:10Z,19.0498,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:20Z,18.329,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:30Z,19.00152632,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:40Z,18.877,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:46:50Z,18.412,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:00Z,18.83723077,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:20Z,19.108125,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:30Z,19.06644444,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:40Z,19.11447368,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:50Z,18.98457143,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:10Z,18.86814286,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:20Z,19.14115789,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:30Z,18.9603,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:40Z,18.87525,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:07:50Z,18.922,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:00Z,19.198,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:40Z,19.0965,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:08:50Z,18.8035,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:09:00Z,18.931,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:09:10Z,18.87666667,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:09:20Z,19.466,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,4,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T13:09:30Z,18.9435,value,boiler_sensors,BOILER_001,feedwater_pressure,NORMAL
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:00Z,18.9925,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:10Z,19.075875,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:20Z,19.06033333,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:41:30Z,19.1831875,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:10Z,19.098,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:30Z,18.826,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:40Z,18.9044375,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:44:50Z,18.78128571,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:00Z,18.91283333,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:10Z,18.94321053,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:20Z,19.05133333,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:30Z,19.1702,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
,,5,2026-06-09T12:11:50.561193847Z,2026-06-09T13:11:50.561193847Z,2026-06-09T12:47:50Z,18.93333333,value,boiler_sensors,BOILER_001,feedwater_pressure,WARNING
